,Country Code,Year of Survey,Country name,Region,Region Code,Survey Type,Subsample,Total population,Children (aged 0-14),Youth (aged 15-24),Adult (aged 25-64),Elderly (aged 65+),Urban Population (% of total Population), Working Age Population (aged 15-64 (% of total Pop.)),Dependency Rate (all compared to 15-64),Youth Dependency Rate (younger than 15 compared to 15-64),Old Age Dependency Rate (older than 64 compared to 15-64),Labor Force (aged 15-64),Labor Force Participation Rate (aged 15-64),Female Labor Force Participation Rate (aged 15-64),Not in labor force or education rate among youth (aged 15-24),Employment to Population Ratio (aged 15-64),Share of workers (aged 15-64) with more than one jobs in last week,Employment to Labor Force Ratio (aged 15-64 ),Unemployment Rate (aged 15-64),Youth Employment to Labor Force Ratio (aged 15-24),Youth Unemployment Rate (aged 15-24),Wage employees (aged 15-64) ,Unpaid or Self-employed (age 15-64),Employers (aged 15-64),Informal jobs (aged 15-64),Formal jobs (aged 15-64),Share of work contract,Share of health insurance,Share of social security,Public sector employment (aged 15-64), Agriculture (aged 15-64), Industry (aged 15-64), Services (aged 15-64), Female in non-agricultural employment (aged 15-64),Youth in non-agricultural employment (aged 15-64), Mining (aged 15-64), Manufacturing (aged 15-64), Public utilities (aged 15-64), Construction (aged 15-64), Commerce (aged 15-64),Transport & Communication (aged 15-64),Financial and Business Services (aged 15-64),Public Administration (aged 15-64), Other services (aged 15-64), Senior Officials (aged 15-64), Professionals (aged 15-64), Technicians (aged 15-64), Clerks (aged 15-64), Service and Market Sales (aged 15-64), Skilled Agriculture (aged 15-64), Craft Workers (aged 15-64), Machine Operators (aged 15-64), Elementary Occupations (aged 15-64), Armed Forces,Average weekly working hours,Underemployment ( <35 hours per week),Excessive working hours (>48 hours per week),Median Earnings for wage workers per hour (local nominal currency),Median Earnings for wage workers per hour (deflated to 2010  local currency val),Real Median Hourly  Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month ( local nominal currency),Median Earnings for wage workers per month (deflated to 2010 local currency valu),Real Median Monthly Wages in USD (base 2010) (PPP adjusted),Median Earnings for wage workers per month in agriculture (local nominal currenc),Median Earnings for wage workers per month in industry (local nominal currency),Median Earnings for wage workers per month in service (local nominal currency),Female to Male gender wage gap,Public to Private wage gap, No Education, Primary Education, Secondary Education, Post Secondary Education
575,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Female,10801633,0.36,0.21,0.38,0.04,0.33,0.6,0.4,0.36,0.04,5062687.23,0.79,0.79,0.37,0.76,,0.96,0.04,0.93,0.07,0.08,0.9,0.01,0.97,0.03,,,0.03,0.03,0.81,0.02,0.16,0.19,0.16,0.0,0.02,0.0,0.0,0.09,0.0,0.0,0.01,0.06,0.0,0.01,0.01,0.01,0.09,0.01,0.0,0.02,0.83,0.0,39.0,0.56,0.17,,,,,,,,,,,,0.39,0.3,0.25,0.06
576,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Higher education,5117275,0.4,0.33,0.26,0.01,0.53,0.6,0.4,0.36,0.04,1976900.95,0.65,0.56,0.52,0.58,,0.89,0.11,0.83,0.17,0.47,0.5,0.04,0.86,0.14,,,0.14,0.19,0.31,0.08,0.61,0.63,0.54,0.01,0.06,0.0,0.0,0.18,0.03,0.0,0.07,0.33,0.02,0.11,0.06,0.04,0.16,0.03,0.0,0.17,0.36,0.0,39.0,0.33,0.35,,,,,,,,,,,,0.0,0.0,0.69,0.31
577,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Lower education,15616026,0.37,0.17,0.4,0.05,0.26,0.58,0.4,0.36,0.04,7608916.3,0.84,0.84,0.28,0.83,,0.98,0.02,0.97,0.03,0.09,0.89,0.02,0.97,0.03,,,0.03,0.01,0.8,0.04,0.15,0.13,0.16,0.01,0.04,0.0,0.0,0.08,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.07,0.79,0.0,39.0,0.51,0.22,,,,,,,,,,,,0.38,0.41,0.21,0.0
578,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Male,9931667,0.4,0.21,0.36,0.04,0.33,0.57,0.4,0.36,0.04,4523130.02,0.8,,0.38,0.77,,0.97,0.03,0.92,0.08,0.26,0.71,0.03,0.91,0.09,,,0.09,0.06,0.6,0.08,0.33,,0.37,0.01,0.06,0.0,0.0,0.11,0.02,0.0,0.03,0.17,0.01,0.03,0.02,0.01,0.09,0.07,0.0,0.16,0.57,0.0,39.0,0.38,0.32,,,,,,,,,,,,0.18,0.34,0.39,0.09
579,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Old worker,7664708,0.0,0.0,1.0,0.0,0.34,1.0,0.4,0.36,0.04,6824595.77,0.89,0.87,,0.87,,0.98,0.02,,,0.17,0.8,0.03,0.94,0.06,,,0.06,0.05,0.7,0.05,0.25,0.2,,0.01,0.04,0.0,0.0,0.1,0.01,0.0,0.02,0.12,0.0,0.03,0.02,0.01,0.09,0.04,0.0,0.09,0.69,0.0,39.0,0.45,0.25,,,,,,,,,,,,0.38,0.35,0.22,0.05
580,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Rural,13889924,0.4,0.19,0.37,0.04,0.0,0.56,0.4,0.36,0.04,6665291.61,0.86,0.88,0.26,0.85,,0.99,0.01,0.98,0.02,0.08,0.91,0.02,0.97,0.03,,,0.03,0.02,0.87,0.03,0.09,0.06,0.12,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.04,0.04,0.0,0.05,0.83,0.0,39.0,0.55,0.16,,,,,,,,,,,,0.36,0.38,0.24,0.03
581,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Total,20733300,0.38,0.21,0.37,0.04,0.33,0.58,0.72,0.65,0.07,9585817.25,0.79,0.79,0.37,0.76,,0.96,0.04,0.93,0.07,0.17,0.81,0.02,0.95,0.05,,,0.05,0.04,0.71,0.05,0.24,0.19,0.26,0.01,0.04,0.0,0.0,0.1,0.01,0.0,0.02,0.11,0.0,0.02,0.02,0.01,0.09,0.04,0.0,0.09,0.71,0.0,39.0,0.47,0.24,,,,,,,,,,,,0.29,0.32,0.32,0.07
582,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Urban,6843376,0.33,0.25,0.38,0.03,1.0,0.63,0.4,0.36,0.04,2920525.64,0.67,0.62,0.55,0.61,,0.9,0.1,0.79,0.21,0.39,0.57,0.04,0.87,0.13,,,0.13,0.1,0.3,0.09,0.61,0.57,0.71,0.01,0.08,0.0,0.0,0.24,0.03,0.0,0.05,0.29,0.01,0.05,0.04,0.02,0.22,0.03,0.0,0.19,0.38,0.0,39.0,0.28,0.44,,,,,,,,,,,,0.16,0.21,0.47,0.16
583,MOZ,2014,Mozambique,Sub-Saharan Africa,SSF,iof,Young worker,4414507,0.0,1.0,0.0,0.0,0.39,1.0,0.4,0.36,0.04,2761221.48,0.63,0.63,0.37,0.58,,0.93,0.07,0.93,0.07,0.15,0.85,0.01,0.97,0.03,,,0.03,0.01,0.74,0.05,0.21,0.16,0.26,0.0,0.04,0.0,0.0,0.09,0.01,0.0,0.0,0.11,0.0,0.01,0.01,0.0,0.09,0.03,0.0,0.08,0.74,0.0,39.0,0.54,0.22,,,,,,,,,,,,0.15,0.27,0.48,0.1
584,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Female,1775831,0.43,0.18,0.35,0.04,0.47,0.54,0.48,0.44,0.04,188837.56,0.2,0.2,0.58,0.15,1.05,0.78,0.22,0.59,0.41,0.25,0.73,0.02,,,,,,0.18,0.07,0.06,0.87,0.93,0.96,0.0,0.05,0.0,0.0,0.33,0.0,0.09,0.14,0.31,0.04,0.0,0.19,0.09,0.43,0.08,0.03,0.0,0.12,0.0,49.0,0.26,0.3,0.39,0.33,0.0,65.0,54.39,0.59,45.0,50.0,67.0,,1.43,0.35,0.43,0.15,0.06
585,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Higher education,1139574,0.62,0.19,0.19,0.0,0.57,0.38,0.48,0.44,0.04,155144.66,0.36,0.21,0.12,0.29,1.06,0.82,0.18,0.53,0.47,0.64,0.35,0.01,,,,,,0.48,0.06,0.1,0.84,0.99,0.93,0.04,0.02,0.04,0.0,0.19,0.05,0.08,0.39,0.13,0.17,0.0,0.21,0.18,0.21,0.04,0.0,0.0,0.1,0.07,49.0,0.23,0.38,0.67,0.56,0.01,105.0,92.04,0.95,90.0,180.0,100.0,0.91,1.43,0.0,0.0,0.67,0.33
586,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Lower education,2211015,0.37,0.16,0.41,0.06,0.44,0.57,0.48,0.44,0.04,482281.59,0.38,0.19,0.66,0.34,1.05,0.88,0.12,0.7,0.3,0.27,0.7,0.03,,,,,,0.07,0.25,0.11,0.65,0.92,0.77,0.01,0.03,0.06,0.0,0.25,0.04,0.11,0.05,0.2,0.01,0.0,0.21,0.02,0.29,0.25,0.01,0.0,0.17,0.01,49.0,0.19,0.47,0.27,0.22,0.0,50.0,41.84,0.45,45.0,65.0,50.0,0.91,1.43,0.35,0.62,0.04,0.0
587,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Male,1574758,0.48,0.16,0.31,0.05,0.5,0.47,0.48,0.44,0.04,448588.69,0.6,,0.3,0.54,1.06,0.9,0.1,0.71,0.29,0.39,0.58,0.03,,,,,,0.2,0.25,0.12,0.63,,0.71,0.02,0.02,0.08,0.0,0.2,0.05,0.11,0.12,0.14,0.05,0.0,0.22,0.05,0.22,0.24,0.01,0.0,0.16,0.03,49.0,0.17,0.52,0.44,0.37,0.0,80.0,66.94,0.73,50.0,86.0,80.0,,1.43,0.17,0.55,0.2,0.08
588,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Old worker,1123809,0.0,0.0,1.0,0.0,0.54,1.0,0.48,0.44,0.04,517782.96,0.46,0.23,,0.42,1.06,0.91,0.09,,,0.35,0.62,0.03,,,,,,0.22,0.2,0.11,0.69,0.93,,0.02,0.03,0.06,0.0,0.24,0.04,0.1,0.14,0.16,0.05,0.0,0.21,0.06,0.27,0.2,0.01,0.0,0.14,0.03,49.0,0.19,0.48,0.47,0.4,0.0,80.0,70.28,0.73,60.0,90.0,85.0,0.91,1.43,0.25,0.59,0.11,0.05
589,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Rural,1730560,0.5,0.15,0.3,0.05,0.0,0.45,0.48,0.44,0.04,244563.49,0.31,0.14,0.58,0.29,1.02,0.93,0.07,0.8,0.2,0.23,0.74,0.04,,,,,,0.07,0.41,0.07,0.52,0.85,0.61,0.0,0.02,0.04,0.0,0.18,0.02,0.09,0.05,0.18,0.02,0.0,0.14,0.02,0.23,0.43,0.02,0.0,0.12,0.0,49.0,0.15,0.53,0.24,0.2,0.0,50.0,41.84,0.45,40.0,60.0,60.0,0.91,1.43,0.41,0.48,0.09,0.03
590,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Total,3350589,0.45,0.17,0.34,0.04,0.48,0.51,0.97,0.89,0.08,637426.25,0.37,0.2,0.46,0.32,1.05,0.87,0.13,0.67,0.33,0.36,0.62,0.02,,,,,,0.2,0.2,0.11,0.69,0.93,0.79,0.01,0.03,0.06,0.0,0.23,0.04,0.11,0.13,0.19,0.05,0.0,0.21,0.06,0.27,0.2,0.01,0.0,0.15,0.03,49.0,0.19,0.46,0.44,0.37,0.0,78.0,66.94,0.71,50.0,85.0,80.0,0.91,1.43,0.27,0.48,0.17,0.07
591,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Urban,1620029,0.4,0.19,0.38,0.03,1.0,0.57,0.48,0.44,0.04,392862.76,0.43,0.25,0.35,0.35,1.08,0.83,0.17,0.58,0.42,0.44,0.54,0.02,,,,,,0.26,0.06,0.13,0.81,0.99,0.95,0.02,0.03,0.07,0.0,0.27,0.06,0.12,0.18,0.19,0.07,0.0,0.25,0.08,0.29,0.06,0.01,0.0,0.17,0.04,49.0,0.23,0.4,0.5,0.42,0.0,83.0,71.96,0.75,90.0,90.0,80.0,0.91,1.43,0.15,0.49,0.25,0.11
592,MRT,2014,Mauritania,Sub-Saharan Africa,SSF,epcv,Young worker,576132,0.0,1.0,0.0,0.0,0.54,1.0,0.48,0.44,0.04,119643.29,0.21,0.13,0.46,0.14,1.04,0.67,0.33,0.67,0.33,0.38,0.61,0.01,,,,,,0.04,0.21,0.08,0.71,0.96,0.79,0.0,0.03,0.05,0.0,0.18,0.02,0.13,0.04,0.33,0.01,0.0,0.2,0.02,0.25,0.21,0.01,0.0,0.25,0.03,49.0,0.22,0.37,0.19,0.15,0.0,40.0,33.47,0.36,25.0,50.0,40.0,0.91,1.43,0.32,0.28,0.29,0.1
593,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Female,8480952,0.43,0.2,0.32,0.05,0.18,0.52,0.49,0.45,0.04,2968572.3,0.67,0.67,0.22,0.65,0.17,0.96,0.04,0.95,0.05,0.08,0.71,0.0,0.04,0.03,0.31,0.13,0.35,0.03,0.93,0.01,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.26,0.02,0.08,0.17,0.11,0.03,0.01,0.26,0.0,34.0,0.38,0.18,312.5,102.45,4.18,42000.0,14097.17,561.65,30000.0,32000.0,45000.0,,2.37,0.17,0.54,0.29,0.0
594,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Higher education,4723404,0.49,0.23,0.27,0.01,0.31,0.5,0.49,0.45,0.04,1629513.77,0.69,0.6,0.14,0.66,0.12,0.95,0.05,0.93,0.07,0.33,0.52,0.0,0.15,0.14,0.38,0.17,0.48,0.14,0.65,0.06,0.3,0.29,0.1,0.0,0.04,0.01,0.01,0.02,0.03,0.02,0.07,0.15,0.01,0.28,0.03,0.08,0.13,0.05,0.06,0.13,0.17,0.0,34.0,0.34,0.2,388.89,127.49,5.2,60000.0,19670.47,802.36,48000.0,42000.0,65000.0,1.11,2.37,0.0,0.0,1.0,0.0
595,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Lower education,11584355,0.43,0.18,0.33,0.06,0.14,0.51,0.49,0.45,0.04,4293274.73,0.72,0.7,0.19,0.7,0.2,0.97,0.03,0.96,0.04,0.06,0.67,0.0,0.05,0.01,0.27,0.03,0.11,0.01,0.95,0.01,0.04,0.03,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.01,0.03,0.1,0.2,0.13,0.08,0.36,0.0,34.0,0.37,0.24,151.11,49.54,2.02,25000.0,8196.03,334.32,27000.0,31500.0,22400.0,1.11,2.37,0.16,0.66,0.19,0.0
596,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Male,7826807,0.46,0.2,0.3,0.04,0.2,0.5,0.49,0.45,0.04,2954216.21,0.76,,0.12,0.73,0.19,0.97,0.03,0.96,0.04,0.19,0.55,0.0,0.12,0.07,0.35,0.12,0.34,0.06,0.82,0.04,0.14,,0.05,0.0,0.02,0.0,0.01,0.01,0.02,0.01,0.02,0.08,0.01,0.15,0.02,0.05,0.1,0.1,0.1,0.15,0.23,0.0,34.0,0.35,0.23,277.78,91.07,3.71,40000.0,13113.65,534.91,29600.0,38500.0,46575.0,,2.37,0.09,0.54,0.37,0.0
597,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Old worker,5107248,0.0,0.0,1.0,0.0,0.22,1.0,0.49,0.45,0.04,4090170.59,0.8,0.75,,0.77,0.19,0.97,0.03,,,0.17,0.61,0.0,0.1,0.06,0.35,0.13,0.37,0.06,0.83,0.03,0.14,0.09,,0.0,0.02,0.0,0.01,0.01,0.02,0.01,0.03,0.08,0.01,0.19,0.02,0.06,0.11,0.1,0.07,0.12,0.24,0.0,34.0,0.34,0.22,306.88,100.61,4.1,45000.0,14752.85,601.77,30000.0,40000.0,50000.0,1.11,2.37,0.2,0.53,0.28,0.0
598,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Rural,13215107,0.46,0.19,0.3,0.05,0.0,0.49,0.49,0.45,0.04,4730871.37,0.73,0.7,0.17,0.71,0.2,0.97,0.03,0.97,0.03,0.07,0.68,0.0,0.04,0.02,0.36,0.06,0.32,0.03,0.95,0.01,0.04,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.22,0.01,0.03,0.07,0.2,0.12,0.07,0.21,0.0,34.0,0.45,0.17,300.0,98.35,4.01,41625.0,13769.33,556.64,28000.0,35000.0,58000.0,1.11,2.37,0.15,0.57,0.28,0.0
599,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Total,16307759,0.45,0.2,0.31,0.04,0.19,0.51,0.96,0.88,0.08,5922788.5,0.71,0.67,0.17,0.69,0.18,0.96,0.04,0.95,0.05,0.14,0.63,0.0,,,0.34,0.12,0.34,0.04,0.87,0.02,0.11,0.07,0.05,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.02,0.06,0.01,0.18,0.02,0.06,0.12,0.11,0.08,0.11,0.24,0.0,34.0,0.35,0.22,280.42,91.93,3.75,40000.0,13113.65,534.91,30000.0,38500.0,46000.0,1.11,2.37,0.13,0.54,0.32,0.0
600,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Urban,3092652,0.4,0.21,0.37,0.02,1.0,0.58,0.49,0.45,0.04,1191917.14,0.67,0.59,0.19,0.62,0.07,0.92,0.08,0.87,0.13,0.41,0.4,0.0,0.24,0.14,0.32,0.16,0.36,0.12,0.45,0.09,0.46,0.48,0.29,0.0,0.06,0.01,0.02,0.03,0.06,0.03,0.06,0.28,0.01,0.15,0.03,0.09,0.16,0.03,0.05,0.15,0.27,0.0,34.0,0.28,0.25,277.78,91.07,3.71,40000.0,13113.65,534.91,40000.0,40000.0,42000.0,1.11,2.37,0.05,0.41,0.53,0.0
601,MWI,2016,Malawi,Sub-Saharan Africa,SSF,v02,Young worker,3199492,0.0,1.0,0.0,0.0,0.2,1.0,0.49,0.45,0.04,1832617.91,0.57,0.55,0.17,0.55,0.16,0.95,0.05,0.95,0.05,0.05,0.66,0.0,0.04,0.01,0.29,0.06,0.15,0.01,0.95,0.01,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.11,0.0,0.05,0.17,0.14,0.16,0.07,0.23,0.0,34.0,0.44,0.18,177.78,58.28,2.38,25000.0,8196.03,334.32,27000.0,30000.0,25000.0,1.11,2.37,0.03,0.57,0.4,0.0
602,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Female,1105972,0.36,0.19,0.39,0.06,0.46,0.58,0.44,0.38,0.05,350080.23,0.54,0.54,0.24,0.43,0.09,0.79,0.21,0.6,0.4,0.83,0.16,0.01,,,0.62,,,0.25,0.08,0.1,0.82,0.92,0.94,0.01,0.06,0.01,0.02,0.12,0.12,0.05,0.24,0.28,0.06,0.14,0.08,0.16,0.16,0.02,0.03,0.01,0.31,0.02,46.0,0.17,0.36,14.22,11.03,2.82,2600.0,2094.35,515.84,1800.0,3000.0,2800.0,,4.57,0.11,0.16,0.58,0.16
603,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Higher education,1248849,0.3,0.25,0.43,0.02,0.54,0.69,0.44,0.38,0.05,543867.59,0.63,0.6,0.19,0.51,0.08,0.81,0.19,0.63,0.37,0.87,0.12,0.01,,,0.67,,,0.23,0.09,0.22,0.69,0.94,0.91,0.03,0.07,0.02,0.09,0.11,0.13,0.05,0.21,0.21,0.07,0.13,0.08,0.12,0.13,0.02,0.11,0.05,0.25,0.04,46.0,0.13,0.38,19.1,14.81,3.79,3777.0,2947.61,749.35,1850.0,3777.0,4290.0,0.93,4.57,0.0,0.0,0.76,0.24
604,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Lower education,848508,0.49,0.11,0.3,0.1,0.36,0.41,0.44,0.38,0.05,166302.82,0.48,0.38,0.28,0.39,0.11,0.82,0.18,0.73,0.27,0.82,0.16,0.02,,,0.32,,,0.08,0.32,0.23,0.44,0.8,0.57,0.02,0.05,0.01,0.15,0.05,0.08,0.0,0.06,0.25,0.01,0.01,0.01,0.02,0.08,0.08,0.15,0.04,0.58,0.02,46.0,0.2,0.41,6.67,5.17,1.32,1300.0,1008.39,257.92,990.0,2800.0,1300.0,0.93,4.57,0.33,0.46,0.21,0.0
605,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Male,991385,0.39,0.2,0.37,0.04,0.47,0.57,0.44,0.38,0.05,360090.18,0.64,,0.17,0.53,0.09,0.83,0.17,0.7,0.3,0.89,0.1,0.01,,,0.57,,,0.16,0.18,0.32,0.5,,0.78,0.04,0.08,0.03,0.17,0.08,0.11,0.03,0.12,0.16,0.05,0.08,0.06,0.05,0.08,0.05,0.18,0.08,0.33,0.04,46.0,0.12,0.41,15.56,12.07,3.09,3033.0,2482.19,601.74,1100.0,3600.0,4226.0,,4.57,0.14,0.18,0.54,0.15
606,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Old worker,797374,0.0,0.0,1.0,0.0,0.55,1.0,0.44,0.38,0.05,567297.08,0.71,0.65,,0.6,0.09,0.85,0.15,,,0.85,0.14,0.01,,,0.63,,,0.23,0.14,0.22,0.65,0.91,,0.03,0.07,0.02,0.1,0.09,0.11,0.04,0.2,0.21,0.06,0.11,0.07,0.09,0.11,0.03,0.11,0.05,0.32,0.04,46.0,0.15,0.37,17.06,13.24,3.39,3500.0,2714.9,694.39,1300.0,4000.0,4000.0,0.93,4.57,0.16,0.19,0.48,0.17
607,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Rural,1116960,0.42,0.18,0.32,0.08,0.0,0.5,0.44,0.38,0.05,252760.34,0.45,0.4,0.25,0.35,0.12,0.77,0.23,0.65,0.35,0.8,0.17,0.03,,,0.39,,,0.21,0.36,0.12,0.52,0.83,0.59,0.01,0.03,0.01,0.07,0.06,0.08,0.01,0.16,0.2,0.03,0.11,0.03,0.05,0.11,0.08,0.08,0.02,0.49,0.01,46.0,0.21,0.41,6.44,5.0,1.28,1300.0,1008.39,257.92,1000.0,2250.0,1800.0,0.93,4.57,0.16,0.21,0.53,0.1
608,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Total,2097357,0.37,0.2,0.38,0.05,0.47,0.58,0.74,0.65,0.09,710170.41,0.59,0.54,0.21,0.48,0.09,0.81,0.19,0.65,0.35,0.86,0.13,0.01,,,0.59,,,0.2,0.14,0.22,0.64,0.92,0.85,0.03,0.07,0.02,0.11,0.1,0.11,0.04,0.18,0.22,0.06,0.1,0.07,0.1,0.12,0.03,0.12,0.05,0.32,0.03,46.0,0.15,0.39,14.81,11.49,2.94,3000.0,2327.06,595.19,1200.0,3500.0,3500.0,0.93,4.57,0.12,0.17,0.56,0.15
609,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Urban,978152,0.32,0.21,0.45,0.02,1.0,0.66,0.44,0.38,0.05,456761.43,0.71,0.67,0.16,0.59,0.08,0.83,0.17,0.65,0.35,0.89,0.11,0.0,,,0.68,,,0.2,0.05,0.26,0.69,0.95,0.97,0.03,0.08,0.02,0.12,0.11,0.13,0.05,0.18,0.22,0.07,0.1,0.08,0.12,0.12,0.01,0.13,0.06,0.25,0.04,46.0,0.12,0.38,19.44,15.08,3.86,4000.0,3102.74,793.59,3000.0,3688.0,4000.0,0.93,4.57,0.08,0.13,0.58,0.21
610,NAM,2015,Namibia,Sub-Saharan Africa,SSF,nhies,Young worker,410113,0.0,1.0,0.0,0.0,0.5,1.0,0.44,0.38,0.05,142873.33,0.35,0.32,0.21,0.23,0.12,0.65,0.35,0.65,0.35,0.91,0.09,0.0,,,0.43,,,0.06,0.15,0.24,0.61,0.94,0.85,0.01,0.07,0.02,0.14,0.14,0.13,0.04,0.07,0.22,0.04,0.05,0.05,0.13,0.16,0.04,0.14,0.03,0.35,0.01,46.0,0.15,0.47,7.61,5.9,1.51,1700.0,1373.74,337.28,800.0,2200.0,1800.0,0.93,4.57,0.05,0.13,0.69,0.13
611,NER,2014,Niger,Sub-Saharan Africa,SSF,ecvma,Female,9153577,0.51,0.12,0.34,0.03,0.16,0.46,0.55,0.52,0.03,2783313.34,0.66,0.66,0.34,0.65,0.23,1.0,0.0,1.0,0.0,0.02,0.97,0.0,0.01,0.01,0.55,0.01,0.37,0.02,0.8,0.07,0.12,0.2,0.14,0.0,0.07,0.0,0.0,0.07,0.0,0.03,0.02,0.01,0.0,0.0,0.01,0.0,0.06,0.8,0.0,0.0,0.12,0.0,39.0,0.64,0.14,476.19,454.34,2.08,75000.0,71558.24,327.18,25961.54,0.0,75000.0,,2.2,0.83,0.09,0.07,0.0
612,NER,2014,Niger,Sub-Saharan Africa,SSF,ecvma,Higher education,9114080,0.67,0.12,0.2,0.02,0.22,0.31,0.55,0.52,0.03,2097971.12,0.73,0.55,0.17,0.73,0.22,0.99,0.01,0.99,0.01,0.1,0.89,0.01,0.06,0.04,0.47,0.03,0.36,0.05,0.74,0.06,0.2,0.34,0.15,0.0,0.05,0.0,0.01,0.09,0.01,0.02,0.05,0.03,0.01,0.0,0.03,0.02,0.1,0.74,0.0,0.0,0.1,0.0,39.0,0.41,0.3,551.11,525.82,2.4,90000.0,87968.94,392.62,75000.0,90000.0,90000.0,1.1,2.2,0.0,0.0,0.94,0.06
613,NER,2014,Niger,Sub-Saharan Africa,SSF,ecvma,Lower education,9120732,0.42,0.12,0.41,0.05,0.1,0.54,0.55,0.52,0.03,3817691.4,0.78,0.69,0.27,0.78,0.27,1.0,0.0,1.0,0.0,0.03,0.97,0.01,0.03,0.0,0.27,0.01,0.11,0.0,0.85,0.05,0.1,0.15,0.13,0.0,0.05,0.0,0.0,0.06,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.06,0.85,0.0,0.0,0.09,0.0,39.0,0.5,0.24,166.67,159.02,0.73,35000.0,38164.4,152.69,25961.54,60000.0,30000.0,1.1,2.2,0.82,0.14,0.03,0.0
614,NER,2014,Niger,Sub-Saharan Africa,SSF,ecvma,Male,9081235,0.58,0.12,0.26,0.04,0.16,0.39,0.55,0.52,0.03,3132349.18,0.89,,0.1,0.89,0.28,0.99,0.01,0.99,0.01,0.08,0.91,0.01,0.06,0.02,0.37,0.02,0.25,0.02,0.82,0.04,0.15,,0.13,0.0,0.02,0.0,0.01,0.07,0.02,0.01,0.02,0.03,0.0,0.0,0.01,0.01,0.08,0.82,0.0,0.0,0.07,0.0,39.0,0.32,0.38,359.44,342.95,1.57,67500.0,66787.7,294.46,25961.54,75000.0,70000.0,,2.2,0.62,0.19,0.18,0.01
615,NER,2014,Niger,Sub-Saharan Africa,SSF,ecvma,Old worker,5550922,0.0,0.0,1.0,0.0,0.17,1.0,0.55,0.52,0.03,4500864.23,0.81,0.7,,0.81,0.29,1.0,0.0,,,0.05,0.94,0.01,0.04,0.02,0.45,0.02,0.35,0.02,0.79,0.06,0.15,0.21,,0.0,0.05,0.0,0.0,0.07,0.01,0.02,0.03,0.02,0.0,0.0,0.01,0.01,0.08,0.79,0.0,0.0,0.1,0.0,39.0,0.47,0.26,476.19,454.34,2.08,80000.0,81099.34,348.99,30288.46,107000.0,80000.0,1.1,2.2,0.8,0.1,0.09,0.01
